,Name,Favorite_Song,C_IDtwr,E_IDtwr,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name,PH_ID_Egg,PR_ID_Egg,I_LOC,NW,Parent_Gen,Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID,GrandMother,C_ID_Maternal_Mother,E_ID_Maternal_Mother,GrandFather,C_ID,E_IDChicken,E_ID_MotherIL,Mother_I_LOC,E_IDCMF,Father_I_LOC,E_ID_GrandMother_IL,GrandMother_I_LOC,E_ID,GrandFather_I_LOC
186,Keenan,Hot Dog,216762722.0,216762722.0,JAQUELYN,467021526.0,857956630.0,JAQUELYN,467021526.0,857956630.0,B,True,Gen1,Eliseo,857956630,Gen1,857956630,Mary,225766667,800981516,JAQUELYN,467021526,467021526,Ralph,800981516,,467021526,B,857956630,A,467021526,B,857956630,A
187,SEASON,Gypsy Road,814937177.0,814937177.0,ROXANNA,858850087.0,14586865.0,ROXANNA,858850087.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ROXANNA,858850087,858850087,Ralph,800981516,,858850087,B,14586865,B,858850087,B,14586865,B
188,DELL,You're All I've Got Tonight,910967607.0,910967607.0,JOANE,284906937.0,14586865.0,JOANE,284906937.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,14586865,B,284906937,C,14586865,B
189,Kenyon,Turn To Stone,350278067.0,350278067.0,JOANE,284906937.0,14586865.0,JOANE,284906937.0,14586865.0,A,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,14586865,B,284906937,C,14586865,B
190,Terence,You Make Loving Fun,721341781.0,721341781.0,LILIANA,154656326.0,14586865.0,LILIANA,154656326.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,LILIANA,154656326,154656326,Ralph,800981516,,154656326,A,14586865,B,154656326,A,14586865,B
191,Marlon,Long Haired Country Boy,558615185.0,558615185.0,MALORIE,785972587.0,14586865.0,MALORIE,785972587.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,MALORIE,785972587,785972587,Ralph,800981516,,785972587,B,14586865,B,785972587,B,14586865,B
192,EARLEEN,Voodoo Child (Slight Return),342017787.0,342017787.0,ADRIANNA,895601231.0,14586865.0,ADRIANNA,895601231.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ADRIANNA,895601231,895601231,Ralph,800981516,,895601231,C,14586865,B,895601231,C,14586865,B
193,ETHEL,Love the One You're With,173898051.0,173898051.0,ADRIANNA,895601231.0,14586865.0,ADRIANNA,895601231.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ADRIANNA,895601231,895601231,Ralph,800981516,,895601231,C,14586865,B,895601231,C,14586865,B
194,ZONA,Edge of Seventeen,739923415.0,739923415.0,RUBIE,449188808.0,14586865.0,RUBIE,449188808.0,14586865.0,A,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,RUBIE,449188808,449188808,Ralph,800981516,,449188808,C,14586865,B,449188808,C,14586865,B
195,SIGRID,Bicycle Race,587188433.0,587188433.0,YANG,267447917.0,14586865.0,YANG,267447917.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,YANG,267447917,267447917,Ralph,800981516,,267447917,C,14586865,B,267447917,C,14586865,B
196,ELANE,Roller,77373800.0,77373800.0,YANG,267447917.0,14586865.0,YANG,267447917.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,YANG,267447917,267447917,Ralph,800981516,,267447917,C,14586865,B,267447917,C,14586865,B
197,Francisco,It's All I Can Do,77373800.0,77373800.0,YANG,267447917.0,14586865.0,YANG,267447917.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,YANG,267447917,267447917,Ralph,800981516,,267447917,C,14586865,B,267447917,C,14586865,B
198,RASHIDA,Plush,41059292.0,41059292.0,SHENIKA,414449737.0,14586865.0,SHENIKA,414449737.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,SHENIKA,414449737,414449737,Ralph,800981516,,414449737,A,14586865,B,414449737,A,14586865,B
199,DANICA,Jamming,697261504.0,697261504.0,NELL,477863457.0,14586865.0,NELL,477863457.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,14586865,B,477863457,C,14586865,B
200,SHELLI,Talk Dirty To Me,342061500.0,342061500.0,SALLIE,68174929.0,14586865.0,SALLIE,68174929.0,14586865.0,A,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,SALLIE,68174929,68174929,Ralph,800981516,,68174929,C,14586865,B,68174929,C,14586865,B
201,ADELINA,45,311953026.0,311953026.0,FERMINA,167740021.0,14586865.0,FERMINA,167740021.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,FERMINA,167740021,167740021,Ralph,800981516,,167740021,B,14586865,B,167740021,B,14586865,B
202,Ashton,When the Music's Over,130640233.0,130640233.0,ZORAIDA,614206375.0,14586865.0,ZORAIDA,614206375.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ZORAIDA,614206375,614206375,Ralph,800981516,,614206375,C,14586865,B,614206375,C,14586865,B
203,LUCI,Hey Jude,369242763.0,369242763.0,LISE,823242036.0,14586865.0,LISE,823242036.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,LISE,823242036,823242036,Ralph,800981516,,823242036,B,14586865,B,823242036,B,14586865,B
204,Lewis,Mr. Soul,40009295.0,40009295.0,ALAYNA,957414462.0,14586865.0,ALAYNA,957414462.0,14586865.0,A,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ALAYNA,957414462,957414462,Ralph,800981516,,957414462,C,14586865,B,957414462,C,14586865,B
205,BERNICE,No More No More,615144286.0,615144286.0,KARISSA,543426712.0,14586865.0,KARISSA,543426712.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,KARISSA,543426712,543426712,Ralph,800981516,,543426712,C,14586865,B,543426712,C,14586865,B
206,Chad,Medicated Goo,615144286.0,615144286.0,KARISSA,543426712.0,14586865.0,KARISSA,543426712.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,KARISSA,543426712,543426712,Ralph,800981516,,543426712,C,14586865,B,543426712,C,14586865,B
207,Reilly,Since You Been Gone,515129781.0,515129781.0,DEANE,627080032.0,14586865.0,DEANE,627080032.0,14586865.0,A,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,DEANE,627080032,627080032,Ralph,800981516,,627080032,C,14586865,B,627080032,C,14586865,B
208,RONI,Wind Of Change,303216568.0,303216568.0,ELFREDA,550261202.0,14586865.0,ELFREDA,550261202.0,14586865.0,A,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ELFREDA,550261202,550261202,Ralph,800981516,,550261202,C,14586865,B,550261202,C,14586865,B
209,Paul,Sometimes A Fantasy,303216568.0,303216568.0,ELFREDA,550261202.0,14586865.0,ELFREDA,550261202.0,14586865.0,A,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ELFREDA,550261202,550261202,Ralph,800981516,,550261202,C,14586865,B,550261202,C,14586865,B
210,Courtney,Dude (Looks Like a Lady),804630533.0,804630533.0,ELFREDA,550261202.0,14586865.0,ELFREDA,550261202.0,14586865.0,C,False,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,ELFREDA,550261202,550261202,Ralph,800981516,,550261202,C,14586865,B,550261202,C,14586865,B
211,Josef,Street Of Dreams,397162180.0,397162180.0,JAQUELYN,467021526.0,14586865.0,JAQUELYN,467021526.0,14586865.0,B,True,Gen1,Rogelio,14586865,Gen1,14586865,Barb,397591248,800981516,JAQUELYN,467021526,467021526,Ralph,800981516,,467021526,B,14586865,B,467021526,B,14586865,B
212,HERLINDA,BAD BOY,292480127.0,292480127.0,ROXANNA,858850087.0,673414912.0,ROXANNA,858850087.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,ROXANNA,858850087,858850087,Ralph,800981516,,858850087,B,673414912,A,858850087,B,673414912,A
213,KARY,Radioactive,908496585.0,908496585.0,ROXANNA,858850087.0,673414912.0,ROXANNA,858850087.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,ROXANNA,858850087,858850087,Ralph,800981516,,858850087,B,673414912,A,858850087,B,673414912,A
214,Dwayne,Eminence Front,569317351.0,569317351.0,MALORIE,785972587.0,673414912.0,MALORIE,785972587.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,MALORIE,785972587,785972587,Ralph,800981516,,785972587,B,673414912,A,785972587,B,673414912,A
215,Houston,Sweet Jane (Live),531819966.0,531819966.0,SONG,739930909.0,673414912.0,SONG,739930909.0,673414912.0,A,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,SONG,739930909,739930909,Ralph,800981516,,739930909,A,673414912,A,739930909,A,673414912,A
216,Courtney,All Star,256402271.0,256402271.0,ALEXANDRA,204287992.0,673414912.0,ALEXANDRA,204287992.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,ALEXANDRA,204287992,204287992,Ralph,800981516,,204287992,C,673414912,A,204287992,C,673414912,A
217,RAFAELA,A Salty Dog,439577073.0,439577073.0,SALLIE,68174929.0,673414912.0,SALLIE,68174929.0,673414912.0,A,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,SALLIE,68174929,68174929,Ralph,800981516,,68174929,C,673414912,A,68174929,C,673414912,A
218,DAMARIS,Never,211641661.0,211641661.0,SALLIE,68174929.0,673414912.0,SALLIE,68174929.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,SALLIE,68174929,68174929,Ralph,800981516,,68174929,C,673414912,A,68174929,C,673414912,A
219,MEGHANN,Owner of a Lonely Heart,853128197.0,853128197.0,ALINA,813486861.0,673414912.0,ALINA,813486861.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,ALINA,813486861,813486861,Ralph,800981516,,813486861,C,673414912,A,813486861,C,673414912,A
220,Devan,ROCK AND ROLL MUSIC,572565399.0,572565399.0,ALINA,813486861.0,673414912.0,ALINA,813486861.0,673414912.0,A,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,ALINA,813486861,813486861,Ralph,800981516,,813486861,C,673414912,A,813486861,C,673414912,A
221,GENIA,Keep Yourself Alive,806644731.0,806644731.0,HELLEN,172209298.0,673414912.0,HELLEN,172209298.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,HELLEN,172209298,172209298,Ralph,800981516,,172209298,C,673414912,A,172209298,C,673414912,A
222,ISADORA,Somebody's Baby,609619185.0,609619185.0,LISE,823242036.0,673414912.0,LISE,823242036.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,LISE,823242036,823242036,Ralph,800981516,,823242036,B,673414912,A,823242036,B,673414912,A
223,FELISA,Green Grass & High Tides,900098912.0,900098912.0,ALAYNA,957414462.0,673414912.0,ALAYNA,957414462.0,673414912.0,A,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,ALAYNA,957414462,957414462,Ralph,800981516,,957414462,C,673414912,A,957414462,C,673414912,A
224,MORA,Diary Of A Madman,707165907.0,707165907.0,RANA,849068796.0,673414912.0,RANA,849068796.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,RANA,849068796,849068796,Ralph,800981516,,849068796,A,673414912,A,849068796,A,673414912,A
225,Tevin,"Anything, Anything",463711536.0,463711536.0,AKILAH,687124956.0,673414912.0,AKILAH,687124956.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,AKILAH,687124956,687124956,Ralph,800981516,,687124956,B,673414912,A,687124956,B,673414912,A
226,Dandre,Street Corner Serenade,86087006.0,86087006.0,JONELL,452305566.0,673414912.0,JONELL,452305566.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,JONELL,452305566,452305566,Ralph,800981516,,452305566,B,673414912,A,452305566,B,673414912,A
227,JERI,AIN'T NO SUNSHINE,270071740.0,270071740.0,JOY,823934417.0,673414912.0,JOY,823934417.0,673414912.0,B,True,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,JOY,823934417,823934417,Ralph,800981516,,823934417,A,673414912,A,823934417,A,673414912,A
228,Devonte,Cry Me a River,560896421.0,560896421.0,ELFREDA,550261202.0,673414912.0,ELFREDA,550261202.0,673414912.0,C,False,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,ELFREDA,550261202,550261202,Ralph,800981516,,550261202,C,673414912,A,550261202,C,673414912,A
229,Neal,Do You Remember Rock 'n' Roll Radio,994089888.0,994089888.0,WANDA,523154764.0,673414912.0,WANDA,523154764.0,673414912.0,B,True,Gen1,Tyrell,673414912,Gen1,673414912,Mary,225766667,800981516,WANDA,523154764,523154764,Ralph,800981516,,523154764,B,673414912,A,523154764,B,673414912,A
230,LOURDES,Blue Sky,111313409.0,111313409.0,ROXANNA,858850087.0,98420713.0,ROXANNA,858850087.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,ROXANNA,858850087,858850087,Ralph,800981516,,858850087,B,98420713,B,858850087,B,98420713,B
231,SHAKIRA,Love Walks In,928386466.0,928386466.0,LOLITA,4048737.0,98420713.0,LOLITA,4048737.0,98420713.0,C,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,LOLITA,4048737,4048737,Ralph,800981516,,4048737,A,98420713,B,4048737,A,98420713,B
232,Nathaniel,Why Can't This Be Love,831758859.0,831758859.0,LOLITA,4048737.0,98420713.0,LOLITA,4048737.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,LOLITA,4048737,4048737,Ralph,800981516,,4048737,A,98420713,B,4048737,A,98420713,B
233,Issac,Victim of Love,329773985.0,329773985.0,NELL,477863457.0,98420713.0,NELL,477863457.0,98420713.0,C,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,98420713,B,477863457,C,98420713,B
234,FERN,Baba O'Reilly,417704085.0,417704085.0,HWA,265602119.0,98420713.0,HWA,265602119.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,HWA,265602119,265602119,Ralph,800981516,,265602119,C,98420713,B,265602119,C,98420713,B
235,Ethan,Kodachrome,40229628.0,40229628.0,SHELLIE,966283262.0,98420713.0,SHELLIE,966283262.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,SHELLIE,966283262,966283262,Ralph,800981516,,966283262,C,98420713,B,966283262,C,98420713,B
236,Quinten,I Can't Tell You Why,405654312.0,405654312.0,SHELLIE,966283262.0,98420713.0,SHELLIE,966283262.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,SHELLIE,966283262,966283262,Ralph,800981516,,966283262,C,98420713,B,966283262,C,98420713,B
237,SOPHIE,China Grove,497981806.0,497981806.0,HELLEN,172209298.0,98420713.0,HELLEN,172209298.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,HELLEN,172209298,172209298,Ralph,800981516,,172209298,C,98420713,B,172209298,C,98420713,B
238,TANESHA,Knockin' On Heaven's Door,969028390.0,969028390.0,PENELOPE,384042912.0,98420713.0,PENELOPE,384042912.0,98420713.0,C,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,PENELOPE,384042912,384042912,Ralph,800981516,,384042912,C,98420713,B,384042912,C,98420713,B
239,LIZETH,Heartbreaker,646933884.0,646933884.0,SHAROLYN,492831188.0,98420713.0,SHAROLYN,492831188.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,SHAROLYN,492831188,492831188,Ralph,800981516,,492831188,C,98420713,B,492831188,C,98420713,B
240,Brett,Allentown,333760642.0,333760642.0,SHAROLYN,492831188.0,98420713.0,SHAROLYN,492831188.0,98420713.0,B,True,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,SHAROLYN,492831188,492831188,Ralph,800981516,,492831188,C,98420713,B,492831188,C,98420713,B
241,SHANICE,Woman,152254696.0,152254696.0,ALAYNA,957414462.0,98420713.0,ALAYNA,957414462.0,98420713.0,A,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,ALAYNA,957414462,957414462,Ralph,800981516,,957414462,C,98420713,B,957414462,C,98420713,B
242,ARMIDA,Let There Be Rock,725507790.0,725507790.0,JOY,823934417.0,98420713.0,JOY,823934417.0,98420713.0,C,False,Gen1,Ethan,98420713,Gen1,98420713,Pat,631311759,800981516,JOY,823934417,823934417,Ralph,800981516,,823934417,A,98420713,B,823934417,A,98420713,B
243,KISHA,Addicted To That Rush,953746569.0,953746569.0,ROXANNA,858850087.0,381565620.0,ROXANNA,858850087.0,381565620.0,A,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,ROXANNA,858850087,858850087,Ralph,800981516,,858850087,B,381565620,C,858850087,B,381565620,C
244,KISHA,Addicted To That Rush,953746569.0,953746569.0,ROXANNA,858850087.0,381565620.0,ROXANNA,858850087.0,381565620.0,A,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,ROXANNA,858850087,858850087,Ralph,800981516,,858850087,B,381565620,C,858850087,B,381565620,C
245,Amir,Bang a Gong (Get It On),953089621.0,953089621.0,JOANE,284906937.0,381565620.0,JOANE,284906937.0,381565620.0,A,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,381565620,C,284906937,C,381565620,C
246,Amir,Bang a Gong (Get It On),953089621.0,953089621.0,JOANE,284906937.0,381565620.0,JOANE,284906937.0,381565620.0,A,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,381565620,C,284906937,C,381565620,C
247,ANNE,Red House,327138852.0,327138852.0,ADRIANNA,895601231.0,381565620.0,ADRIANNA,895601231.0,381565620.0,C,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,ADRIANNA,895601231,895601231,Ralph,800981516,,895601231,C,381565620,C,895601231,C,381565620,C
248,ANNE,Red House,327138852.0,327138852.0,ADRIANNA,895601231.0,381565620.0,ADRIANNA,895601231.0,381565620.0,C,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,ADRIANNA,895601231,895601231,Ralph,800981516,,895601231,C,381565620,C,895601231,C,381565620,C
249,MYRTLE,Da Da Doo Ron Ron,853340193.0,853340193.0,CLARINE,942656235.0,381565620.0,CLARINE,942656235.0,381565620.0,C,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,381565620,C,942656235,B,381565620,C
250,MYRTLE,Da Da Doo Ron Ron,853340193.0,853340193.0,CLARINE,942656235.0,381565620.0,CLARINE,942656235.0,381565620.0,C,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,381565620,C,942656235,B,381565620,C
251,Gianni,After Midnight,331348832.0,331348832.0,CLARINE,942656235.0,381565620.0,CLARINE,942656235.0,381565620.0,B,True,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,381565620,C,942656235,B,381565620,C
252,Gianni,After Midnight,331348832.0,331348832.0,CLARINE,942656235.0,381565620.0,CLARINE,942656235.0,381565620.0,B,True,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,381565620,C,942656235,B,381565620,C
253,Jeremiah,Walk Away,294950259.0,294950259.0,NELL,477863457.0,381565620.0,NELL,477863457.0,381565620.0,C,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,381565620,C,477863457,C,381565620,C
254,Jeremiah,Walk Away,294950259.0,294950259.0,NELL,477863457.0,381565620.0,NELL,477863457.0,381565620.0,C,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,381565620,C,477863457,C,381565620,C
255,Kayden,Into the Great Wide Open,678191159.0,678191159.0,SHELLIE,966283262.0,381565620.0,SHELLIE,966283262.0,381565620.0,B,True,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,SHELLIE,966283262,966283262,Ralph,800981516,,966283262,C,381565620,C,966283262,C,381565620,C
256,Kayden,Into the Great Wide Open,678191159.0,678191159.0,SHELLIE,966283262.0,381565620.0,SHELLIE,966283262.0,381565620.0,B,True,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,SHELLIE,966283262,966283262,Ralph,800981516,,966283262,C,381565620,C,966283262,C,381565620,C
257,Ariel,Bang Your Head,2628231.0,2628231.0,SHELLIE,966283262.0,381565620.0,SHELLIE,966283262.0,381565620.0,A,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,SHELLIE,966283262,966283262,Ralph,800981516,,966283262,C,381565620,C,966283262,C,381565620,C
258,Ariel,Bang Your Head,2628231.0,2628231.0,SHELLIE,966283262.0,381565620.0,SHELLIE,966283262.0,381565620.0,A,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,SHELLIE,966283262,966283262,Ralph,800981516,,966283262,C,381565620,C,966283262,C,381565620,C
259,KENNETH,Summertime Girls,171236141.0,171236141.0,BARBRA,142444833.0,381565620.0,BARBRA,142444833.0,381565620.0,B,True,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,BARBRA,142444833,142444833,Ralph,800981516,,142444833,C,381565620,C,142444833,C,381565620,C
260,KENNETH,Summertime Girls,171236141.0,171236141.0,BARBRA,142444833.0,381565620.0,BARBRA,142444833.0,381565620.0,B,True,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,BARBRA,142444833,142444833,Ralph,800981516,,142444833,C,381565620,C,142444833,C,381565620,C
261,KATHERINE,The One I Love,652557435.0,652557435.0,RUFINA,908492913.0,381565620.0,RUFINA,908492913.0,381565620.0,C,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,RUFINA,908492913,908492913,Ralph,800981516,,908492913,A,381565620,C,908492913,A,381565620,C
262,KATHERINE,The One I Love,652557435.0,652557435.0,RUFINA,908492913.0,381565620.0,RUFINA,908492913.0,381565620.0,C,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,RUFINA,908492913,908492913,Ralph,800981516,,908492913,A,381565620,C,908492913,A,381565620,C
263,Troy,Baker Street,574134534.0,574134534.0,RUFINA,908492913.0,381565620.0,RUFINA,908492913.0,381565620.0,B,True,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,RUFINA,908492913,908492913,Ralph,800981516,,908492913,A,381565620,C,908492913,A,381565620,C
264,Troy,Baker Street,574134534.0,574134534.0,RUFINA,908492913.0,381565620.0,RUFINA,908492913.0,381565620.0,B,True,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,RUFINA,908492913,908492913,Ralph,800981516,,908492913,A,381565620,C,908492913,A,381565620,C
265,Nehemiah,Me And Julio Down By The Schoolyard,379270494.0,379270494.0,FERMINA,167740021.0,381565620.0,FERMINA,167740021.0,381565620.0,B,True,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,FERMINA,167740021,167740021,Ralph,800981516,,167740021,B,381565620,C,167740021,B,381565620,C
266,Nehemiah,Me And Julio Down By The Schoolyard,379270494.0,379270494.0,FERMINA,167740021.0,381565620.0,FERMINA,167740021.0,381565620.0,B,True,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,FERMINA,167740021,167740021,Ralph,800981516,,167740021,B,381565620,C,167740021,B,381565620,C
267,KASANDRA,Brain Damage,489283857.0,489283857.0,ZORAIDA,614206375.0,381565620.0,ZORAIDA,614206375.0,381565620.0,B,True,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,ZORAIDA,614206375,614206375,Ralph,800981516,,614206375,C,381565620,C,614206375,C,381565620,C
268,KASANDRA,Brain Damage,489283857.0,489283857.0,ZORAIDA,614206375.0,381565620.0,ZORAIDA,614206375.0,381565620.0,B,True,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,ZORAIDA,614206375,614206375,Ralph,800981516,,614206375,C,381565620,C,614206375,C,381565620,C
269,JANN,I'm Goin' Home,318048537.0,318048537.0,SHAROLYN,492831188.0,381565620.0,SHAROLYN,492831188.0,381565620.0,B,True,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,SHAROLYN,492831188,492831188,Ralph,800981516,,492831188,C,381565620,C,492831188,C,381565620,C
270,JANN,I'm Goin' Home,318048537.0,318048537.0,SHAROLYN,492831188.0,381565620.0,SHAROLYN,492831188.0,381565620.0,B,True,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,SHAROLYN,492831188,492831188,Ralph,800981516,,492831188,C,381565620,C,492831188,C,381565620,C
271,Nico,Black Water,119276747.0,119276747.0,ALAYNA,957414462.0,381565620.0,ALAYNA,957414462.0,381565620.0,A,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,ALAYNA,957414462,957414462,Ralph,800981516,,957414462,C,381565620,C,957414462,C,381565620,C
272,Nico,Black Water,119276747.0,119276747.0,ALAYNA,957414462.0,381565620.0,ALAYNA,957414462.0,381565620.0,A,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,ALAYNA,957414462,957414462,Ralph,800981516,,957414462,C,381565620,C,957414462,C,381565620,C
273,Mitchell,Soul to Squeeze,396318193.0,396318193.0,RANA,849068796.0,381565620.0,RANA,849068796.0,381565620.0,C,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,RANA,849068796,849068796,Ralph,800981516,,849068796,A,381565620,C,849068796,A,381565620,C
274,Mitchell,Soul to Squeeze,396318193.0,396318193.0,RANA,849068796.0,381565620.0,RANA,849068796.0,381565620.0,C,False,Gen1,Ralph,381565620,Gen1,381565620,Mary,225766667,800981516,RANA,849068796,849068796,Ralph,800981516,,849068796,A,381565620,C,849068796,A,381565620,C
275,JENNIFER,Summertime Blues,45667614.0,45667614.0,JONELL,452305566.0,381565620.0,JONELL,452305566.0,381565620.0,C,False,Gen1,Sam,381565620,Gen1,381565620,Mary,225766667,800981516,JONELL,452305566,452305566,Ralph,800981516,,452305566,B,381565620,C,452305566,B,381565620,C
