,Name,Favorite_Song,C_ID_t,E_ID_t,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name_t,PH_ID_Egg,PR_ID_Egg,I_LOC,NW,Parent_Gen,Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID,NameCMM,GrandMother,C_IDCMM,E_IDCMM,GrandFather,C_ID_Maternal_Father,E_ID_Maternal_Father,E_IDCM,Mother_I_LOC,E_ID_FatherIL,Father_I_LOC,E_ID,GrandMother_I_LOC,GrandFather_I_LOC,Name_y,Cousin
233,CAMI,American Dream Plan B,317857085.0,317857085.0,BARBRA,832570811.0,933690821.0,BARBRA,832570811.0,933690821.0,C,False,Gen1,Jaylin,933690821,Gen1,933690821,Mary,225766667,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,933690821,B,832570811,C,C,CAMI,AIMEE
234,HATTIE,Tonight Tonight (live),661239803.0,661239803.0,BARBRA,832570811.0,933690821.0,BARBRA,832570811.0,933690821.0,B,True,Gen1,Jaylin,933690821,Gen1,933690821,Mary,225766667,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,933690821,B,832570811,C,C,HATTIE,Devon
235,Jovani,Turn Up The Music  1977,282402227.0,282402227.0,BARBRA,832570811.0,933690821.0,BARBRA,832570811.0,933690821.0,C,False,Gen1,Jaylin,933690821,Gen1,933690821,Mary,225766667,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,933690821,B,832570811,C,C,Jovani,Erick
236,SHELLEY,Rock & Roll Band,730822906.0,730822906.0,BARBRA,832570811.0,854600776.0,BARBRA,832570811.0,854600776.0,C,False,Gen1,Levi,854600776,Gen1,854600776,Pat,631311759,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,854600776,B,832570811,C,C,SHELLEY,KAZUKO
237,Ahmad,Bad Moon Rising,450112178.0,450112178.0,BARBRA,832570811.0,789856705.0,BARBRA,832570811.0,789856705.0,A,False,Gen1,Gaige,789856705,Gen1,789856705,Barb,397591248,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,789856705,A,832570811,C,C,Ahmad,PARTICIA
238,Sincere,Breakdown,578042418.0,578042418.0,BARBRA,832570811.0,509012901.0,BARBRA,832570811.0,509012901.0,C,False,Gen1,Jeremiah,509012901,Gen1,509012901,Pat,631311759,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,509012901,B,832570811,C,C,Sincere,JEN
239,JOSELYN,Still You Turn Me On,92257141.0,92257141.0,BARBRA,832570811.0,141566545.0,BARBRA,832570811.0,141566545.0,C,False,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,141566545,C,832570811,C,C,JOSELYN,Maxwell
240,Lukas,TV Dinners,882478628.0,882478628.0,BARBRA,832570811.0,141566545.0,BARBRA,832570811.0,141566545.0,B,True,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,141566545,C,832570811,C,C,Lukas,BETHEL
241,Mohammad,Ticket to Ride,148007257.0,148007257.0,BARBRA,832570811.0,141566545.0,BARBRA,832570811.0,141566545.0,A,False,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,141566545,C,832570811,C,C,Mohammad,CATHEY
242,ARLYNE,Houseparty,480639687.0,480639687.0,BARBRA,832570811.0,521167154.0,BARBRA,832570811.0,521167154.0,A,False,Gen1,Tobias,521167154,Gen1,521167154,Mary,225766667,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,521167154,C,832570811,C,C,ARLYNE,MAUDIE
243,Jarred,Me and Bobby McGee,412380989.0,412380989.0,BARBRA,832570811.0,763066813.0,BARBRA,832570811.0,763066813.0,B,True,Gen1,Javon,763066813,Gen1,763066813,Liz,630559425,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,763066813,B,832570811,C,C,Jarred,PENNIE
244,EARLIE,Travelin' Man,263729520.0,263729520.0,BARBRA,832570811.0,14586865.0,BARBRA,832570811.0,14586865.0,C,False,Gen1,Ethan,14586865,Gen1,14586865,Barb,397591248,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,14586865,A,832570811,C,C,EARLIE,Sincere
245,TRUDI,Stay Up Late,916399400.0,916399400.0,BARBRA,832570811.0,14586865.0,BARBRA,832570811.0,14586865.0,B,True,Gen1,Ethan,14586865,Gen1,14586865,Barb,397591248,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,14586865,A,832570811,C,C,TRUDI,TRUDI
246,SHANTA,You Could Be Mine,849007296.0,849007296.0,BARBRA,832570811.0,823242036.0,BARBRA,832570811.0,823242036.0,B,True,Gen1,Warren,823242036,Gen1,823242036,Liz,630559425,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,823242036,C,832570811,C,C,SHANTA,CLORA
247,Mariano,Alabama Getaway,289848196.0,289848196.0,BARBRA,832570811.0,314063231.0,BARBRA,832570811.0,314063231.0,C,False,Gen1,Sawyer,314063231,Gen1,314063231,Mary,225766667,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,314063231,A,832570811,C,C,Mariano,Jabari
248,TOSHA,I Know a Little,220745777.0,220745777.0,BARBRA,832570811.0,216432846.0,BARBRA,832570811.0,216432846.0,B,True,Gen1,Miguel,216432846,Gen1,216432846,Liz,630559425,800981516,BARBRA,Liz,832570811,832570811,Ralph,800981516,,832570811,C,216432846,B,832570811,C,C,TOSHA,FONDA
249,IDELL,If You Could Only See,423886016.0,423886016.0,YANG,729890819.0,773595312.0,YANG,729890819.0,773595312.0,A,False,Gen1,Easton,773595312,Gen1,773595312,Barb,397591248,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,773595312,C,729890819,B,B,IDELL,Misael
250,GINETTE,Empty Pages,454464092.0,454464092.0,YANG,729890819.0,457028849.0,YANG,729890819.0,457028849.0,B,True,Gen1,Deonte,457028849,Gen1,457028849,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,457028849,C,729890819,B,B,GINETTE,ODETTE
251,MAHALIA,She Loves My Automobile,852519230.0,852519230.0,YANG,729890819.0,762431730.0,YANG,729890819.0,762431730.0,C,False,Gen1,Kamron,762431730,Gen1,762431730,Liz,630559425,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,762431730,B,729890819,B,B,MAHALIA,Joshua
252,Alex,Like a Hurricane,167945859.0,167945859.0,YANG,729890819.0,762431730.0,YANG,729890819.0,762431730.0,C,False,Gen1,Kamron,762431730,Gen1,762431730,Liz,630559425,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,762431730,B,729890819,B,B,Alex,Riley
253,Kennedy,"Always With Me, Always With You",84718443.0,84718443.0,YANG,729890819.0,542838249.0,YANG,729890819.0,542838249.0,A,False,Gen1,Vincenzo,542838249,Gen1,542838249,Mary,225766667,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,542838249,A,729890819,B,B,Kennedy,Hector
254,BRIANA,Crossfire,503047522.0,503047522.0,YANG,729890819.0,280225309.0,YANG,729890819.0,280225309.0,B,True,Gen1,Heriberto,280225309,Gen1,280225309,Mary,225766667,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,280225309,A,729890819,B,B,BRIANA,KEENA
255,Braxton,Street Corner Serenade,956452901.0,956452901.0,YANG,729890819.0,197873604.0,YANG,729890819.0,197873604.0,C,False,Gen1,Douglas,197873604,Gen1,197873604,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,197873604,C,729890819,B,B,Braxton,Tylor
256,EVELINE,Threshold/Jet Airliner,113766861.0,113766861.0,YANG,729890819.0,866881069.0,YANG,729890819.0,866881069.0,C,False,Gen1,Anderson,866881069,Gen1,866881069,Barb,397591248,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,866881069,B,729890819,B,B,EVELINE,Isaias
257,Misael,Big Empty,235287297.0,235287297.0,YANG,729890819.0,866881069.0,YANG,729890819.0,866881069.0,B,True,Gen1,Anderson,866881069,Gen1,866881069,Barb,397591248,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,866881069,B,729890819,B,B,Misael,Corbin
258,LEESA,Drive My Car,561275020.0,561275020.0,YANG,729890819.0,854600776.0,YANG,729890819.0,854600776.0,C,False,Gen1,Levi,854600776,Gen1,854600776,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,854600776,B,729890819,B,B,LEESA,Misael
259,ROSSIE,Love Is Alive,111041175.0,111041175.0,YANG,729890819.0,854600776.0,YANG,729890819.0,854600776.0,A,False,Gen1,Levi,854600776,Gen1,854600776,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,854600776,B,729890819,B,B,ROSSIE,JUNIE
260,Bernard,Jane Says,52258842.0,52258842.0,YANG,729890819.0,141566545.0,YANG,729890819.0,141566545.0,C,False,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,141566545,C,729890819,B,B,Bernard,Jamarcus
261,Freddie,The Back Seat Of My Car,288068863.0,288068863.0,YANG,729890819.0,618028080.0,YANG,729890819.0,618028080.0,A,False,Gen1,Howard,618028080,Gen1,618028080,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,618028080,A,729890819,B,B,Freddie,KARISA
262,Isaak,Golden Country,71503688.0,71503688.0,YANG,729890819.0,618028080.0,YANG,729890819.0,618028080.0,C,False,Gen1,Howard,618028080,Gen1,618028080,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,618028080,A,729890819,B,B,Isaak,JODEE
263,Charlie,Counting Blue Cars,965428007.0,965428007.0,YANG,729890819.0,119329546.0,YANG,729890819.0,119329546.0,C,False,Gen1,Matthew,119329546,Gen1,119329546,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,119329546,B,729890819,B,B,Charlie,TONIE
264,Saul,Bad,426919710.0,426919710.0,YANG,729890819.0,849068796.0,YANG,729890819.0,849068796.0,A,False,Gen1,Alfonso,849068796,Gen1,849068796,Barb,397591248,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,849068796,C,729890819,B,B,Saul,VALARIE
265,HARRIETT,Hotel Illness,468993710.0,468993710.0,YANG,729890819.0,472295211.0,YANG,729890819.0,472295211.0,C,False,Gen1,Roy,472295211,Gen1,472295211,Barb,397591248,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,472295211,C,729890819,B,B,HARRIETT,JOANNE
266,Kyler,Blue Collar Man,310939461.0,310939461.0,YANG,729890819.0,862253912.0,YANG,729890819.0,862253912.0,A,False,Gen1,Nigel,862253912,Gen1,862253912,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,862253912,B,729890819,B,B,Kyler,LATASHA
267,Ralph,For Those About To Rock,582974536.0,582974536.0,YANG,729890819.0,409300483.0,YANG,729890819.0,409300483.0,C,False,Gen1,Kellen,409300483,Gen1,409300483,Pat,631311759,800981516,YANG,Barb,729890819,729890819,Ralph,800981516,,729890819,B,409300483,B,729890819,B,B,Ralph,IDELLA
268,AKILAH,Jet Airliner,424970089.0,424970089.0,JOSIE,379535793.0,773595312.0,JOSIE,379535793.0,773595312.0,A,False,Gen1,Easton,773595312,Gen1,773595312,Barb,397591248,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,773595312,C,379535793,A,A,AKILAH,QUYEN
269,ELEANORE,Hocus Pocus,59029052.0,59029052.0,JOSIE,379535793.0,967323615.0,JOSIE,379535793.0,967323615.0,A,False,Gen1,Muhammad,967323615,Gen1,967323615,Barb,397591248,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,967323615,B,379535793,A,A,ELEANORE,JENISE
270,Damion,Same Ol' Situation,952650159.0,952650159.0,JOSIE,379535793.0,762431730.0,JOSIE,379535793.0,762431730.0,A,False,Gen1,Kamron,762431730,Gen1,762431730,Liz,630559425,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,762431730,B,379535793,A,A,Damion,BERNADETTE
271,Domenic,Sister Golden Hair,791571473.0,791571473.0,JOSIE,379535793.0,762431730.0,JOSIE,379535793.0,762431730.0,B,True,Gen1,Kamron,762431730,Gen1,762431730,Liz,630559425,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,762431730,B,379535793,A,A,Domenic,Elian
272,Zakary,Interstate Love Song,171236141.0,171236141.0,JOSIE,379535793.0,762431730.0,JOSIE,379535793.0,762431730.0,B,True,Gen1,Kamron,762431730,Gen1,762431730,Liz,630559425,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,762431730,B,379535793,A,A,Zakary,Jaydon
273,EDWINA,How Long,768187955.0,768187955.0,JOSIE,379535793.0,628855526.0,JOSIE,379535793.0,628855526.0,C,False,Gen1,Tristin,628855526,Gen1,628855526,Barb,397591248,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,628855526,B,379535793,A,A,EDWINA,TOSHA
274,Darius,Do You Feel Like We Do,314374321.0,314374321.0,JOSIE,379535793.0,280225309.0,JOSIE,379535793.0,280225309.0,C,False,Gen1,Heriberto,280225309,Gen1,280225309,Mary,225766667,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,280225309,A,379535793,A,A,Darius,Larry
275,TIARA,It's All I Can Do,811933457.0,811933457.0,JOSIE,379535793.0,167740021.0,JOSIE,379535793.0,167740021.0,C,False,Gen1,Kameron,167740021,Gen1,167740021,Mary,225766667,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,167740021,B,379535793,A,A,TIARA,KARENA
276,Duncan,What If I Came Knocking,463791461.0,463791461.0,JOSIE,379535793.0,287055622.0,JOSIE,379535793.0,287055622.0,A,False,Gen1,Eli,287055622,Gen1,287055622,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,287055622,A,379535793,A,A,Duncan,Salvador
277,CHRISSY,Dr. Feelgood,14660839.0,14660839.0,JOSIE,379535793.0,473017162.0,JOSIE,379535793.0,473017162.0,C,False,Gen1,Derrick,473017162,Gen1,473017162,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,473017162,A,379535793,A,A,CHRISSY,LOUELLA
278,Sincere,Juke Box Hero,632123486.0,632123486.0,JOSIE,379535793.0,171198057.0,JOSIE,379535793.0,171198057.0,C,False,Gen1,Simeon,171198057,Gen1,171198057,Liz,630559425,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,171198057,B,379535793,A,A,Sincere,Kade
279,KEMBERLY,Mutha (Don't Wanna Go To School Today),85757281.0,85757281.0,JOSIE,379535793.0,933690821.0,JOSIE,379535793.0,933690821.0,A,False,Gen1,Jaylin,933690821,Gen1,933690821,Mary,225766667,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,933690821,B,379535793,A,A,KEMBERLY,Easton
280,Domenic,Fly,610029253.0,610029253.0,JOSIE,379535793.0,866881069.0,JOSIE,379535793.0,866881069.0,B,True,Gen1,Anderson,866881069,Gen1,866881069,Barb,397591248,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,866881069,B,379535793,A,A,Domenic,BLANCH
281,Bryce,Misty Mountain Hop,872398393.0,872398393.0,JOSIE,379535793.0,509012901.0,JOSIE,379535793.0,509012901.0,A,False,Gen1,Jeremiah,509012901,Gen1,509012901,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,509012901,B,379535793,A,A,Bryce,Hudson
282,KAZUKO,Simply Irresistible,662476797.0,662476797.0,JOSIE,379535793.0,141566545.0,JOSIE,379535793.0,141566545.0,C,False,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,141566545,C,379535793,A,A,KAZUKO,Johan
283,Dexter,Dixie Chicken,220547628.0,220547628.0,JOSIE,379535793.0,141566545.0,JOSIE,379535793.0,141566545.0,C,False,Gen1,Billy,141566545,Gen1,141566545,Barb,397591248,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,141566545,C,379535793,A,A,Dexter,CATALINA
284,LIZ,Modern Love,947929516.0,947929516.0,JOSIE,379535793.0,690515072.0,JOSIE,379535793.0,690515072.0,B,True,Gen1,Draven,690515072,Gen1,690515072,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,690515072,A,379535793,A,A,LIZ,Logan
285,EVIA,Yellow Ledbetter,999017422.0,999017422.0,JOSIE,379535793.0,550261202.0,JOSIE,379535793.0,550261202.0,C,False,Gen1,Garrison,550261202,Gen1,550261202,Mary,225766667,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,550261202,B,379535793,A,A,EVIA,MARGENE
286,Chandler,Someone Saved My Life Tonight,673953462.0,673953462.0,JOSIE,379535793.0,550261202.0,JOSIE,379535793.0,550261202.0,C,False,Gen1,Garrison,550261202,Gen1,550261202,Mary,225766667,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,550261202,B,379535793,A,A,Chandler,Khalid
287,LINN,Dust In The Wind,721821573.0,721821573.0,JOSIE,379535793.0,797726697.0,JOSIE,379535793.0,797726697.0,C,False,Gen1,Braydon,797726697,Gen1,797726697,Liz,630559425,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,797726697,C,379535793,A,A,LINN,Quintin
288,MCKENZIE,Tweeter and the Monkey Man,583470356.0,583470356.0,JOSIE,379535793.0,823242036.0,JOSIE,379535793.0,823242036.0,A,False,Gen1,Warren,823242036,Gen1,823242036,Liz,630559425,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,823242036,C,379535793,A,A,MCKENZIE,LEANORA
289,KANDI,Rice Pudding,123973314.0,123973314.0,JOSIE,379535793.0,70708035.0,JOSIE,379535793.0,70708035.0,B,True,Gen1,Zechariah,70708035,Gen1,70708035,Mary,225766667,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,70708035,C,379535793,A,A,KANDI,Johnnie
290,ARACELIS,45,860925794.0,860925794.0,JOSIE,379535793.0,857956630.0,JOSIE,379535793.0,857956630.0,A,False,Gen1,Randy,857956630,Gen1,857956630,Mary,225766667,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,857956630,A,379535793,A,A,ARACELIS,Felix
291,Johan,Until It Sleeps,344965283.0,344965283.0,JOSIE,379535793.0,119329546.0,JOSIE,379535793.0,119329546.0,B,True,Gen1,Matthew,119329546,Gen1,119329546,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,119329546,B,379535793,A,A,Johan,KAITLIN
292,Douglas,Frankenstein,938419907.0,938419907.0,JOSIE,379535793.0,119329546.0,JOSIE,379535793.0,119329546.0,B,True,Gen1,Matthew,119329546,Gen1,119329546,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,119329546,B,379535793,A,A,Douglas,Danny
293,MICHELE,Working for the Weekend,283094309.0,283094309.0,JOSIE,379535793.0,409300483.0,JOSIE,379535793.0,409300483.0,B,True,Gen1,Kellen,409300483,Gen1,409300483,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,409300483,B,379535793,A,A,MICHELE,MODESTA
294,Dillion,Killer Queen,153532862.0,153532862.0,JOSIE,379535793.0,409300483.0,JOSIE,379535793.0,409300483.0,B,True,Gen1,Kellen,409300483,Gen1,409300483,Pat,631311759,800981516,JOSIE,Liz,379535793,379535793,Ralph,800981516,,379535793,A,409300483,B,379535793,A,A,Dillion,Hudson
295,LUCRETIA,I Alone,309349586.0,309349586.0,ROXANNA,224031150.0,773595312.0,ROXANNA,224031150.0,773595312.0,B,True,Gen1,Easton,773595312,Gen1,773595312,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,773595312,C,224031150,B,B,LUCRETIA,BONITA
296,Eliseo,Getting Better,594687431.0,594687431.0,ROXANNA,224031150.0,967323615.0,ROXANNA,224031150.0,967323615.0,B,True,Gen1,Muhammad,967323615,Gen1,967323615,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,967323615,B,224031150,B,B,Eliseo,LORIA
297,MINNA,Desperado,460472983.0,460472983.0,ROXANNA,224031150.0,457028849.0,ROXANNA,224031150.0,457028849.0,B,True,Gen1,Deonte,457028849,Gen1,457028849,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,457028849,C,224031150,B,B,MINNA,ESTELLA
298,Jean,Sledgehammer,616139724.0,616139724.0,ROXANNA,224031150.0,518692123.0,ROXANNA,224031150.0,518692123.0,C,False,Gen1,Kane,518692123,Gen1,518692123,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,518692123,C,224031150,B,B,Jean,Eddie
299,Cody,To Hell With the Devil,876133955.0,876133955.0,ROXANNA,224031150.0,787976750.0,ROXANNA,224031150.0,787976750.0,C,False,Gen1,Vincent,787976750,Gen1,787976750,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,787976750,B,224031150,B,B,Cody,HOA
300,Clay,I Still Haven't Found What I'm Looking For,862081910.0,862081910.0,ROXANNA,224031150.0,787976750.0,ROXANNA,224031150.0,787976750.0,C,False,Gen1,Vincent,787976750,Gen1,787976750,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,787976750,B,224031150,B,B,Clay,Kelvin
301,Conner,Jet City Woman,593479643.0,593479643.0,ROXANNA,224031150.0,628855526.0,ROXANNA,224031150.0,628855526.0,A,False,Gen1,Tristin,628855526,Gen1,628855526,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,628855526,B,224031150,B,B,Conner,Johnathon
302,Khalid,New York State Of Mind,770424934.0,770424934.0,ROXANNA,224031150.0,600554862.0,ROXANNA,224031150.0,600554862.0,A,False,Gen1,Reid,600554862,Gen1,600554862,Liz,630559425,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,600554862,A,224031150,B,B,Khalid,Manuel
303,JEREMY,Industrial Disease,794349272.0,794349272.0,ROXANNA,224031150.0,197873604.0,ROXANNA,224031150.0,197873604.0,A,False,Gen1,Douglas,197873604,Gen1,197873604,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,197873604,C,224031150,B,B,JEREMY,VICKI
304,Anton,Tube Snake Boogie,304140689.0,304140689.0,ROXANNA,224031150.0,789856705.0,ROXANNA,224031150.0,789856705.0,B,True,Gen1,Gaige,789856705,Gen1,789856705,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,789856705,A,224031150,B,B,Anton,Jamie
305,Jaiden,Blurry,204229829.0,204229829.0,ROXANNA,224031150.0,509012901.0,ROXANNA,224031150.0,509012901.0,A,False,Gen1,Jeremiah,509012901,Gen1,509012901,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,509012901,B,224031150,B,B,Jaiden,Pierre
306,CHARLYN,We've Got Tonight,946453490.0,946453490.0,ROXANNA,224031150.0,200097845.0,ROXANNA,224031150.0,200097845.0,B,True,Gen1,Ralph,200097845,Gen1,200097845,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,200097845,B,224031150,B,B,CHARLYN,Derick
307,Shannon,I Remember You,417983353.0,417983353.0,ROXANNA,224031150.0,536339090.0,ROXANNA,224031150.0,536339090.0,C,False,Gen1,Glenn,536339090,Gen1,536339090,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,536339090,C,224031150,B,B,Shannon,Jason
308,Brycen,Hang Fire,515311890.0,515311890.0,ROXANNA,224031150.0,690515072.0,ROXANNA,224031150.0,690515072.0,A,False,Gen1,Draven,690515072,Gen1,690515072,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,690515072,A,224031150,B,B,Brycen,ANASTACIA
309,SANA,Sweetest Thing,144666297.0,144666297.0,ROXANNA,224031150.0,30363405.0,ROXANNA,224031150.0,30363405.0,A,False,Gen1,Allan,30363405,Gen1,30363405,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,30363405,B,224031150,B,B,SANA,RENATE
310,Nicolas,Over the Hills and Far Away,903893069.0,903893069.0,ROXANNA,224031150.0,30363405.0,ROXANNA,224031150.0,30363405.0,C,False,Gen1,Allan,30363405,Gen1,30363405,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,30363405,B,224031150,B,B,Nicolas,GAIL
311,YER,Ticket to Ride,386712799.0,386712799.0,ROXANNA,224031150.0,521167154.0,ROXANNA,224031150.0,521167154.0,A,False,Gen1,Tobias,521167154,Gen1,521167154,Mary,225766667,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,521167154,C,224031150,B,B,YER,Jason
312,SALINA,Breakdown,818112751.0,818112751.0,ROXANNA,224031150.0,521167154.0,ROXANNA,224031150.0,521167154.0,C,False,Gen1,Tobias,521167154,Gen1,521167154,Mary,225766667,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,521167154,C,224031150,B,B,SALINA,Rashad
313,Neal,Bridge of Sighs,720353502.0,720353502.0,ROXANNA,224031150.0,767163035.0,ROXANNA,224031150.0,767163035.0,B,True,Gen1,Rogelio,767163035,Gen1,767163035,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,767163035,B,224031150,B,B,Neal,Kelvin
314,Maverick,Mrs. Robinson,614716211.0,614716211.0,ROXANNA,224031150.0,767163035.0,ROXANNA,224031150.0,767163035.0,B,True,Gen1,Rogelio,767163035,Gen1,767163035,Pat,631311759,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,767163035,B,224031150,B,B,Maverick,JENNIFER
315,BARBERA,By the Way,400595147.0,400595147.0,ROXANNA,224031150.0,890606190.0,ROXANNA,224031150.0,890606190.0,C,False,Gen1,Bobby,890606190,Gen1,890606190,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,890606190,C,224031150,B,B,BARBERA,Zachary
316,NICOLA,NOWHERE MAN,614046145.0,614046145.0,ROXANNA,224031150.0,823242036.0,ROXANNA,224031150.0,823242036.0,C,False,Gen1,Warren,823242036,Gen1,823242036,Liz,630559425,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,823242036,C,224031150,B,B,NICOLA,JOSEPH
317,ANNETTE,Spirit In The Night,389554070.0,389554070.0,ROXANNA,224031150.0,849068796.0,ROXANNA,224031150.0,849068796.0,C,False,Gen1,Alfonso,849068796,Gen1,849068796,Barb,397591248,800981516,ROXANNA,Mary,224031150,224031150,Ralph,800981516,,224031150,B,849068796,C,224031150,B,B,ANNETTE,Moshe
