,Name_t,Favorite_Song,C_ID_t,E_ID_t,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name_t,PH_ID_Egg,PR_ID_Egg,IH_LOC,NW,Parent_Gen,Name_Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID
271,LATRISHA,This Beat Goes on/Switching to Glide,821623643.0,821623643.0,CHER,829303710.0,425921788.0,CHER,829303710.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
272,GWENN,Centerfield,993365244.0,993365244.0,MICHA,975564104.0,425921788.0,MICHA,975564104.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
273,LEEANNE,Can't You See,786118510.0,786118510.0,WINDY,902691509.0,425921788.0,WINDY,902691509.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
274,SHAUNNA,Too Hot To Handle,493537593.0,493537593.0,DELPHA,739930909.0,425921788.0,DELPHA,739930909.0,425921788.0,C,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
275,VERNETTA,Blinded By the Light,652987802.0,652987802.0,JOEL,557133457.0,425921788.0,JOEL,557133457.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
276,MACKENZIE,Must of Got Lost,906992742.0,906992742.0,CHARLIE,255511571.0,425921788.0,CHARLIE,255511571.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
277,Elian,Tell Me What You Want,611878206.0,611878206.0,WEI,204089050.0,425921788.0,WEI,204089050.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
278,Baby,Bang the Drum All Day,46510250.0,46510250.0,DAYSI,470948256.0,425921788.0,DAYSI,470948256.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
279,Kareem,Casey Jones,887516192.0,887516192.0,CHARLOTT,184064731.0,425921788.0,CHARLOTT,184064731.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
280,Layne,Roll Over Beethoven,699412355.0,699412355.0,DANELLE,24517643.0,425921788.0,DANELLE,24517643.0,425921788.0,C,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
281,Cedric,Rockin' Down The Highway,352798900.0,352798900.0,DELPHA,739930909.0,425921788.0,DELPHA,739930909.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
282,Roderick,Two Princes,61861316.0,61861316.0,DAYSI,470948256.0,425921788.0,DAYSI,470948256.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
283,Miles,Cry For A Shadow,605003793.0,605003793.0,LORELEI,67652556.0,425921788.0,LORELEI,67652556.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
284,Lincoln,Blue On Black,392441765.0,392441765.0,LYNDSEY,236336642.0,425921788.0,LYNDSEY,236336642.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
285,Bryson,Feel Like Makin' Love,678709337.0,678709337.0,CHARLIE,255511571.0,425921788.0,CHARLIE,255511571.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
286,Zechariah,Come Together,670263439.0,670263439.0,URSULA,531161372.0,425921788.0,URSULA,531161372.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
287,Royce,Honky Tonk Women,838554478.0,838554478.0,VALENCIA,469517415.0,425921788.0,VALENCIA,469517415.0,425921788.0,A,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
288,Tyrell,Under My Wheels,739931802.0,739931802.0,LYNDSEY,236336642.0,425921788.0,LYNDSEY,236336642.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
289,Jake,Gallows Pole,430176585.0,430176585.0,PHILOMENA,667447653.0,425921788.0,PHILOMENA,667447653.0,425921788.0,C,False,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516
290,MELODY,Don't Ask Me Why,246626909.0,246626909.0,KORTNEY,458284728.0,472726931.0,KORTNEY,458284728.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
291,ODELL,Urgent,662275938.0,662275938.0,SIGRID,665554047.0,472726931.0,SIGRID,665554047.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
292,THALIA,Purple Haze,805008469.0,805008469.0,LISBETH,166292825.0,472726931.0,LISBETH,166292825.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
293,KATHIE,Woman,941372871.0,941372871.0,CHERISH,772211637.0,472726931.0,CHERISH,772211637.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
294,GREGORY,Love Bites,401776306.0,401776306.0,DELPHA,739930909.0,472726931.0,DELPHA,739930909.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
295,LORINA,Pink Houses,205230457.0,205230457.0,LESIA,443353346.0,472726931.0,LESIA,443353346.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
296,LAVINIA,The Kids Are Alright,290353297.0,290353297.0,MELVA,488423280.0,472726931.0,MELVA,488423280.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
297,CORAZON,You Better Run,509584041.0,509584041.0,DONELLA,707763018.0,472726931.0,DONELLA,707763018.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
298,LAVONNE,Let Me Roll It,463201387.0,463201387.0,DONALD,588069897.0,472726931.0,DONALD,588069897.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
299,SHEILA,Knockin' On Heaven's Door,406717131.0,406717131.0,TWANDA,956866415.0,472726931.0,TWANDA,956866415.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
300,KANDIS,With a Little Help From My Friends,951265356.0,951265356.0,KORTNEY,458284728.0,472726931.0,KORTNEY,458284728.0,472726931.0,C,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
301,HELGA,I Wouldn't Want to Be Like You,350363817.0,350363817.0,ALENA,685636472.0,472726931.0,ALENA,685636472.0,472726931.0,C,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
302,ARLEAN,Top Jimmy,597867014.0,597867014.0,ELIZA,781565078.0,472726931.0,ELIZA,781565078.0,472726931.0,C,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
303,EVELYNE,You Can't Always Get What You Want,836585575.0,836585575.0,NAKISHA,568944416.0,472726931.0,NAKISHA,568944416.0,472726931.0,C,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
304,GEORGETTE,What It's Like,601396918.0,601396918.0,PORSHA,343860271.0,472726931.0,PORSHA,343860271.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
305,CIRA,Back On The Chain Gang,257166798.0,257166798.0,MAI,923371386.0,472726931.0,MAI,923371386.0,472726931.0,C,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
306,Isaak,Paper in Fire,775759083.0,775759083.0,ALTHEA,438668483.0,472726931.0,ALTHEA,438668483.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
307,Nelson,Green Eyed Lady,878496978.0,878496978.0,ALAINE,590450352.0,472726931.0,ALAINE,590450352.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
308,Freddie,Ooh La La,760868844.0,760868844.0,DONELLA,707763018.0,472726931.0,DONELLA,707763018.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
309,Brooks,True Fine Love,738725831.0,738725831.0,CHARLOTT,184064731.0,472726931.0,CHARLOTT,184064731.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
310,Bailey,House Of Fire,282578300.0,282578300.0,ALAINE,76709333.0,472726931.0,ALAINE,76709333.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
311,Ross,Southern Cross,13970846.0,13970846.0,LYNDSEY,236336642.0,472726931.0,LYNDSEY,236336642.0,472726931.0,C,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
312,Brice,Your're Sixteen,861557814.0,861557814.0,MITSUKO,413557007.0,472726931.0,MITSUKO,413557007.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
313,Antwan,We've Got Tonite,936954741.0,936954741.0,CLARITA,837680646.0,472726931.0,CLARITA,837680646.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
314,Perry,No Time,171360310.0,171360310.0,DAYSI,470948256.0,472726931.0,DAYSI,470948256.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
315,Alonso,The Kid Is Hot Tonite,828755521.0,828755521.0,LINN,623187307.0,472726931.0,LINN,623187307.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
316,Maurice,Sex and Candy,269931241.0,269931241.0,NAKISHA,568944416.0,472726931.0,NAKISHA,568944416.0,472726931.0,C,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
317,Khalid,Uncle Albert/Admiral Halsey,861916498.0,861916498.0,KARIMA,3703835.0,472726931.0,KARIMA,3703835.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
318,Deondre,Gimme Shelter,369917090.0,369917090.0,LORELEI,67652556.0,472726931.0,LORELEI,67652556.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516
319,GEORGINA,Rock Me,681203856.0,681203856.0,MAI,923371386.0,934877622.0,MAI,923371386.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
320,DEONNA,Everybody Knows This Is Nowhere,464286381.0,464286381.0,JOEL,557133457.0,934877622.0,JOEL,557133457.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
321,BERYL,Threshold/Jet Airliner,444782831.0,444782831.0,GREGORY,283501077.0,934877622.0,GREGORY,283501077.0,934877622.0,B,True,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
322,VINNIE,Ordinary Average Guy,344182532.0,344182532.0,TRICIA,461684744.0,934877622.0,TRICIA,461684744.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
323,SHANICE,Screaming In The Night,381276142.0,381276142.0,PHILOMENA,667447653.0,934877622.0,PHILOMENA,667447653.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
324,CHRISTINE,Centerfold,873874765.0,873874765.0,ALAINE,76709333.0,934877622.0,ALAINE,76709333.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
325,CAMILLA,Bye Bye Love,862026879.0,862026879.0,ONITA,467219506.0,934877622.0,ONITA,467219506.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
326,JENNINE,Touch of Grey,463857950.0,463857950.0,ALEXA,117706579.0,934877622.0,ALEXA,117706579.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
327,PIEDAD,Flying High Again,995761922.0,995761922.0,PHILOMENA,667447653.0,934877622.0,PHILOMENA,667447653.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
328,Tate,Imagine,121122884.0,121122884.0,WEI,204089050.0,934877622.0,WEI,204089050.0,934877622.0,B,True,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
329,Rogelio,Rock Steady,733090395.0,733090395.0,MITSUKO,413557007.0,934877622.0,MITSUKO,413557007.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
330,Matteo,Carry On Wayward Son,192651379.0,192651379.0,ALAINE,76709333.0,934877622.0,ALAINE,76709333.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
331,Ahmed,He Can't Love You,395850827.0,395850827.0,TRICIA,461684744.0,934877622.0,TRICIA,461684744.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
332,Benny,"Long, Long Way From Home",457609956.0,457609956.0,LYNDSEY,236336642.0,934877622.0,LYNDSEY,236336642.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
333,Alexzander,Mr. Jones,483868808.0,483868808.0,ASIA,417641352.0,934877622.0,ASIA,417641352.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
334,Steve,Summer Of '69,3954757.0,3954757.0,DONALD,588069897.0,934877622.0,DONALD,588069897.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
335,Jadon,Wasted Years,928507875.0,928507875.0,PALMIRA,947646042.0,934877622.0,PALMIRA,947646042.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
336,Kirk,World Turning,701346351.0,701346351.0,MARVA,926985715.0,934877622.0,MARVA,926985715.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
337,Jonah,Suzie Q,789858335.0,789858335.0,ONITA,467219506.0,934877622.0,ONITA,467219506.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
338,Heriberto,Take Me In Your Arms,97668009.0,97668009.0,LORELEI,67652556.0,934877622.0,LORELEI,67652556.0,934877622.0,B,True,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
339,Erick,The One I Love,824488638.0,824488638.0,KENNA,334058719.0,934877622.0,KENNA,334058719.0,934877622.0,B,True,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
340,Deontae,I CAN'T EXPLAIN,126408976.0,126408976.0,KIYOKO,978825302.0,934877622.0,KIYOKO,978825302.0,934877622.0,B,True,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
341,Aaron,AND WE DANCED,337320232.0,337320232.0,EBONY,802336212.0,934877622.0,EBONY,802336212.0,934877622.0,B,True,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
342,Zane,Rocky Mountain Way,831344172.0,831344172.0,DEE,959345304.0,934877622.0,DEE,959345304.0,934877622.0,C,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516
343,JONELL,Rio,549285407.0,549285407.0,GEORGANN,544841661.0,366589281.0,GEORGANN,544841661.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
344,MADELAINE,Working Man,567069648.0,567069648.0,CLARITA,837680646.0,366589281.0,CLARITA,837680646.0,366589281.0,A,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
345,REENA,ALL YOU ZOMBIES,579931512.0,579931512.0,DEEDRA,738169747.0,366589281.0,DEEDRA,738169747.0,366589281.0,B,True,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
346,AMAL,Me and Bobby McGee,416669976.0,416669976.0,MAI,923371386.0,366589281.0,MAI,923371386.0,366589281.0,B,True,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
347,DONITA,"Hey Hey, My My",997025676.0,997025676.0,ASIA,417641352.0,366589281.0,ASIA,417641352.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
348,LORELEI,The First Cut Is The Deepest,778694058.0,778694058.0,GREGORY,283501077.0,366589281.0,GREGORY,283501077.0,366589281.0,B,True,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
349,KACEY,"Oh, Well",899115339.0,899115339.0,BRUNA,251327657.0,366589281.0,BRUNA,251327657.0,366589281.0,A,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
350,JAMEY,Space Truckin',626642186.0,626642186.0,CHARLOTT,184064731.0,366589281.0,CHARLOTT,184064731.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
351,RISA,Two Of Us,822753120.0,822753120.0,RAYMONDE,8100096.0,366589281.0,RAYMONDE,8100096.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
352,BILLIE,The Load-out/stay,396209556.0,396209556.0,THORA,5077958.0,366589281.0,THORA,5077958.0,366589281.0,A,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
353,CRYSTA,White Rabbit,727185732.0,727185732.0,CLARITA,837680646.0,366589281.0,CLARITA,837680646.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
354,ONITA,Margaritaville,723098486.0,723098486.0,JOEL,557133457.0,366589281.0,JOEL,557133457.0,366589281.0,B,True,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
355,DEEANNA,Back Off Boogaloo,46758666.0,46758666.0,KAYLENE,853998911.0,366589281.0,KAYLENE,853998911.0,366589281.0,A,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
356,Barrett,Turn Me Loose,840761121.0,840761121.0,AMEE,711995664.0,366589281.0,AMEE,711995664.0,366589281.0,A,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
357,Nathanael,Me and Bobby McGee,452542970.0,452542970.0,LATRINA,998541997.0,366589281.0,LATRINA,998541997.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
358,Bernardo,Into The Mystic,165996395.0,165996395.0,WEI,204089050.0,366589281.0,WEI,204089050.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
359,Aidan,Tonight Tonight (live),542233048.0,542233048.0,GREGORY,283501077.0,366589281.0,GREGORY,283501077.0,366589281.0,B,True,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
360,Dayton,About a Girl,463367128.0,463367128.0,ANNABELLE,826181444.0,366589281.0,ANNABELLE,826181444.0,366589281.0,A,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
361,Colten,Just Got Paid,977379880.0,977379880.0,ONITA,467219506.0,366589281.0,ONITA,467219506.0,366589281.0,A,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
362,Salvatore,Uncle Tom's Cabin,379844958.0,379844958.0,KENNA,334058719.0,366589281.0,KENNA,334058719.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516
363,LISSA,Eruption - You Really Got Me,383654832.0,383654832.0,CLAIRE,740172297.0,915956610.0,CLAIRE,740172297.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
364,ASIA,Hey You,152545930.0,152545930.0,ASIA,417641352.0,915956610.0,ASIA,417641352.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
365,CARLETTA,No Turning Back,688912107.0,688912107.0,LYNDSEY,236336642.0,915956610.0,LYNDSEY,236336642.0,915956610.0,B,True,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
366,TANGELA,Just A Gigolo / I Ain't Got Nobody,904352866.0,904352866.0,KERI,780022278.0,915956610.0,KERI,780022278.0,915956610.0,B,True,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
367,ROSARIO,Until It Sleeps,76196706.0,76196706.0,PORSHA,343860271.0,915956610.0,PORSHA,343860271.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
368,LORNA,Bonzo's Montreaux,685784665.0,685784665.0,MITSUKO,413557007.0,915956610.0,MITSUKO,413557007.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
369,CELESTA,"Anything, Anything",948471207.0,948471207.0,LYNDSEY,236336642.0,915956610.0,LYNDSEY,236336642.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
370,MALLIE,Day Tripper,543095142.0,543095142.0,ONITA,467219506.0,915956610.0,ONITA,467219506.0,915956610.0,B,True,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
371,CARMINA,Hysteria,933012715.0,933012715.0,ALTHEA,438668483.0,915956610.0,ALTHEA,438668483.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
372,ELOIS,The Dogs Of War,871139615.0,871139615.0,WINDY,902691509.0,915956610.0,WINDY,902691509.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
373,CELINDA,Join Together,487108233.0,487108233.0,VALENCIA,469517415.0,915956610.0,VALENCIA,469517415.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
374,EMILIA,Proud Mary,545411919.0,545411919.0,KAYLENE,853998911.0,915956610.0,KAYLENE,853998911.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
375,DANITA,CAROL,949625566.0,949625566.0,BRUNA,251327657.0,915956610.0,BRUNA,251327657.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
376,ESTRELLA,GOT MY MIND SET ON YOU,815485692.0,815485692.0,URSULA,531161372.0,915956610.0,URSULA,531161372.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
377,Marcel,Seasons of Wither,921692313.0,921692313.0,DEEDRA,738169747.0,915956610.0,DEEDRA,738169747.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
378,Destin,Woodstock,825247864.0,825247864.0,MARVA,926985715.0,915956610.0,MARVA,926985715.0,915956610.0,B,True,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
379,Seamus,Little Dreamer,423500130.0,423500130.0,CHER,829303710.0,915956610.0,CHER,829303710.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
380,Clifton,Last Kiss,26508261.0,26508261.0,JOEL,557133457.0,915956610.0,JOEL,557133457.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
381,Skyler,All Night Long,549155653.0,549155653.0,GEORGANN,544841661.0,915956610.0,GEORGANN,544841661.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
382,Ezequiel,Apeman,854354746.0,854354746.0,CHERISH,772211637.0,915956610.0,CHERISH,772211637.0,915956610.0,B,True,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
383,Jarrett,ANOTHER TRICKY DAY,207721669.0,207721669.0,TRUDIE,656829586.0,915956610.0,TRUDIE,656829586.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
384,Branden,"Blue Morning, Blue Day",901773248.0,901773248.0,MITSUKO,413557007.0,915956610.0,MITSUKO,413557007.0,915956610.0,B,True,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
385,Anton,Message In A Bottle,695820674.0,695820674.0,CLARITA,837680646.0,915956610.0,CLARITA,837680646.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
386,Christian,No One to Depend On,857676383.0,857676383.0,ALENA,685636472.0,915956610.0,ALENA,685636472.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
387,Chance,Ridin' the Storm Out,404988135.0,404988135.0,LESIA,443353346.0,915956610.0,LESIA,443353346.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
388,Kory,I Still Haven't Found What I'm Looking For,655583093.0,655583093.0,WINDY,902691509.0,915956610.0,WINDY,902691509.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
389,Wyatt,The Logical Song,96368267.0,96368267.0,LORELEI,67652556.0,915956610.0,LORELEI,67652556.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
390,Skylar,Them Bones,3871815.0,3871815.0,WEI,204089050.0,915956610.0,WEI,204089050.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
391,Raheem,Caught Up in You,353120815.0,353120815.0,VALENCIA,469517415.0,915956610.0,VALENCIA,469517415.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
392,Travis,Back Off Boogaloo,161030562.0,161030562.0,KERI,780022278.0,915956610.0,KERI,780022278.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
393,Pablo,Almost Hear You Sigh,755227254.0,755227254.0,DAYSI,470948256.0,915956610.0,DAYSI,470948256.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516
394,CATHEY,Rockaway Beach,944819273.0,944819273.0,DEEDRA,738169747.0,281222266.0,DEEDRA,738169747.0,281222266.0,A,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
395,GEMMA,Wherever I May Roam,886838393.0,886838393.0,ALEXA,117706579.0,281222266.0,ALEXA,117706579.0,281222266.0,C,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
396,ELOISE,Hell Is for Children,294212113.0,294212113.0,LORRINE,169163902.0,281222266.0,LORRINE,169163902.0,281222266.0,A,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
397,INGER,Let's Spend the Night Together,258135059.0,258135059.0,LINN,623187307.0,281222266.0,LINN,623187307.0,281222266.0,A,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
398,DENISE,Far Behind,780096027.0,780096027.0,AMEE,711995664.0,281222266.0,AMEE,711995664.0,281222266.0,C,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
399,MONET,What About Love?,360870339.0,360870339.0,KATELYN,853996335.0,281222266.0,KATELYN,853996335.0,281222266.0,A,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
400,KYOKO,Hard As A Rock,860667400.0,860667400.0,PHILOMENA,667447653.0,281222266.0,PHILOMENA,667447653.0,281222266.0,A,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
401,MICHAL,Stop Draggin' My Heart Around,818378962.0,818378962.0,AMEE,711995664.0,281222266.0,AMEE,711995664.0,281222266.0,B,True,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
402,SHANDRA,Sunset Grill,597502481.0,597502481.0,PORSHA,343860271.0,281222266.0,PORSHA,343860271.0,281222266.0,A,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
403,NEREIDA,My Best Friend's Girl,263593989.0,263593989.0,LORRINE,169163902.0,281222266.0,LORRINE,169163902.0,281222266.0,C,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
404,CLARETTA,Beth,370232447.0,370232447.0,ANNABELLE,826181444.0,281222266.0,ANNABELLE,826181444.0,281222266.0,A,False,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516
